,years,crop_type,geometry
169,2021,3,"POLYGON ((773271.853883991 1671369.4211035671, 773351.4559298764 1671350.30278265, 773331.8319324587 1671196.4031205152, 773225.2104779347 1671208.0125730087, 773271.853883991 1671369.4211035671))"
170,2021,2,"POLYGON ((772110.2662963255 1682858.270509293, 772017.8197957485 1682764.6400848073, 771940.7558664018 1683022.4875857758, 771996.659761495 1683031.771789801, 772011.9569078712 1682973.4916222002, 772110.2662963255 1682858.270509293))"
171,2021,4,"POLYGON ((773743.1052982876 1669566.0106728876, 774097.4946300725 1669607.9806976626, 774098.6314419601 1669565.589818956, 774085.0998627815 1669563.6615204113, 773782.2524387774 1669520.295621196, 773735.6842793764 1669528.7244369683, 773743.1052982876 1669566.0106728876))"
172,2021,2,"POLYGON ((759891.4893671642 1669360.9817426114, 759907.3610148027 1669252.3182673347, 759820.2778098502 1669241.7569617874, 759807.2203523349 1669356.9020912666, 759891.4893671642 1669360.9817426114))"
173,2021,2,"POLYGON ((771161.6409411213 1673763.415460676, 771138.0824941078 1673717.0877482132, 771016.6457655206 1673699.5277955271, 771049.7370272244 1673786.707477489, 771131.3459291456 1673769.820682389, 771161.6409411213 1673763.415460676))"
174,2021,3,"POLYGON ((770528.5749273429 1679753.158899889, 770532.3182082641 1679520.0514855497, 770501.6645857461 1679511.1211117052, 770445.4661970041 1679551.3075235032, 770411.6195983216 1679509.207401086, 770394.8306274945 1679507.6739753208, 770355.9202989303 1679825.1311183053, 770410.8793574452 1679806.7967005898, 770452.3694412004 1679803.0428312952, 770528.5749273429 1679753.158899889))"
175,2021,3,"POLYGON ((770410.8434230143 1677546.8757161868, 770281.3813969782 1677692.021704589, 770314.5717393975 1677693.285647817, 770327.6965177745 1677762.4486655188, 770459.0781175543 1677647.624112119, 770433.2789957228 1677568.4630362114, 770410.8434230143 1677546.8757161868))"
176,2021,1,"POLYGON ((769631.333645059 1675276.8019881626, 769688.8643129637 1675286.5388623285, 769667.1668336063 1675124.5394564527, 769559.2228053999 1675122.0865267224, 769543.1878537509 1675179.4735782337, 769613.3210220688 1675187.4722780585, 769631.333645059 1675276.8019881626))"
177,2021,3,"POLYGON ((768490.8285414681 1680881.2461214545, 768507.1766740145 1681181.516350492, 768547.5751592019 1681172.0351546262, 768576.9210897386 1681168.7216732367, 768571.2761216622 1681207.5574363605, 768631.4478896116 1681200.4717732498, 768616.79142567 1680845.8746089828, 768490.8285414681 1680881.2461214545))"
178,2021,1,"POLYGON ((769732.3048437433 1672522.766660382, 769642.3486409304 1672564.0308696036, 769620.3936776756 1672480.524421068, 769526.4539184328 1672559.8285521094, 769478.8195043292 1672605.8944372798, 769537.4276642276 1672672.5481936347, 769592.0171087582 1672695.5356122951, 769668.7023636666 1672639.062784816, 769726.4395482171 1672668.9506564958, 769732.3048437433 1672522.766660382))"
179,2021,3,"POLYGON ((770471.8464424064 1677688.517559509, 770501.9729863338 1677821.4073652737, 770545.3444324725 1677823.1984201155, 770518.4153890462 1677764.6397560744, 770471.8464424064 1677688.517559509))"
180,2021,1,"POLYGON ((767453.9197629773 1675941.4476467904, 767459.5309594015 1675899.5782864208, 767469.0303972482 1675900.8778247023, 767478.718263709 1675902.2031403251, 767499.1264212606 1675904.991146911, 767539.7694464991 1675907.8487332433, 767534.5883359122 1675946.7977333239, 767544.2560924503 1675947.7345658694, 767545.9442528203 1675927.588826268, 767563.0864965065 1675927.9854004278, 767570.8384967406 1675868.7669493607, 767444.9368890325 1675833.9460549313, 767412.202286962 1675925.25467204, 767410.9399789802 1675925.1007283432, 767415.48424275 1675939.2276836848, 767453.9197629773 1675941.4476467904))"
181,2021,1,"POLYGON ((772653.5149076467 1672955.092330962, 772866.261638908 1672950.5461553866, 772867.3009400171 1672866.4480868026, 772647.5035707888 1672877.2966819988, 772653.5149076467 1672955.092330962))"
182,2021,4,"POLYGON ((767313.6335725685 1677566.3989019424, 767495.6077386136 1677587.0222967896, 767500.3450586727 1677587.4166038386, 767492.0878147897 1677416.5636461698, 767370.9588007102 1677406.6094664163, 767360.382643036 1677417.0445002439, 767366.6818457096 1677439.0014035008, 767330.5577527848 1677471.2694042698, 767313.6335725685 1677566.3989019424))"
183,2021,2,"POLYGON ((766293.3881269334 1680037.4604797957, 766307.2237909888 1680087.879844975, 766374.7472090896 1680106.5805428831, 766455.6031130555 1680106.2797658776, 766468.7690997412 1680045.0954852218, 766453.727455277 1680044.1498918403, 766423.6190581607 1680044.4726594521, 766384.6335562319 1680031.1881226539, 766293.3881269334 1680037.4604797957))"
184,2021,1,"POLYGON ((772086.8846085388 1673316.4895957494, 772114.0060251987 1673277.609552937, 771914.944600402 1673285.3892791823, 771916.8047917392 1673319.9535406244, 771994.0245644785 1673320.1794633642, 772086.8846085388 1673316.4895957494))"
185,2021,4,"POLYGON ((771912.9936069878 1673286.6953615318, 771912.0534772092 1673274.9488242872, 771856.0852827048 1673278.5109334425, 771843.1730835626 1673279.026424881, 771839.6585407907 1673332.017983346, 771919.3091372764 1673326.6252576488, 771993.7456712674 1673325.71195931, 771994.0245644785 1673320.1794633642, 771916.8047917392 1673319.9535406244, 771912.9936069878 1673286.6953615318))"
186,2021,2,"POLYGON ((765890.1226983954 1679502.812852658, 765882.6302993837 1679423.791841648, 765878.8834372947 1679384.3366897267, 765774.9254479653 1679383.1607664702, 765778.3141434081 1679321.2015379576, 765691.6662252964 1679272.50585298, 765682.5488584896 1679422.7467459526, 765890.1226983954 1679502.812852658))"
187,2021,3,"POLYGON ((770482.6376310659 1674854.778084799, 770665.1688250715 1674833.5131724838, 770618.4580411083 1674593.171822786, 770522.1001375971 1674592.9514622146, 770521.6717582429 1674686.4991897105, 770479.5134576189 1674686.5689280515, 770482.6376310659 1674854.778084799))"
188,2021,1,"POLYGON ((770479.1915988654 1674855.1813880051, 770479.5134576189 1674686.5689280515, 770521.6717582429 1674686.4991897105, 770518.4440862397 1674592.9095031389, 770420.7958796545 1674592.6747475755, 770418.5583984504 1674862.6783653419, 770479.1915988654 1674855.1813880051))"
189,2021,4,"POLYGON ((768598.7529426883 1673849.1806406048, 768642.1172782299 1673984.7134853022, 768644.205570614 1673999.4922526022, 768786.2947240374 1673968.3188763515, 768790.4166128354 1673905.603205399, 768792.6603745157 1673859.7297063235, 768790.5647699018 1673855.7188863286, 768796.9613387173 1673819.5363345353, 768598.7529426883 1673849.1806406048))"
190,2021,1,"POLYGON ((768673.1061945747 1675416.80960945, 768601.0772154533 1675386.9054968085, 768435.3829039203 1675379.4779770365, 768448.3911497658 1675477.5421220884, 768518.9526473009 1675485.4853366376, 768528.6314923179 1675482.8965362157, 768536.7780721118 1675443.5022725395, 768604.9357475817 1675461.8012298478, 768656.3059449843 1675484.6413881355, 768673.1061945747 1675416.80960945))"
191,2021,3,"POLYGON ((767003.0536760178 1677685.0504507073, 767038.8137600379 1677679.6993777435, 767064.8982756685 1677683.6489314456, 767093.8077539634 1677694.494656551, 767103.1716519513 1677608.4679793427, 767014.6870755567 1677607.463564182, 767003.0536760178 1677685.0504507073))"
192,2021,3,"POLYGON ((773050.978132485 1673103.4309448595, 772863.9669710698 1673045.4670857366, 772809.7170418892 1673039.857594536, 772795.2406919491 1673287.2486352872, 772879.7480445593 1673299.076056178, 772969.4109252554 1673292.9169015866, 772993.6541639612 1673149.710765781, 773036.7850394701 1673158.845644737, 773050.978132485 1673103.4309448595))"
193,2021,1,"POLYGON ((771249.2000238132 1673640.6444734728, 771257.7686063576 1673746.5852980327, 771315.97990582 1673706.844391324, 771418.4622830731 1673679.9022587857, 771414.0453650057 1673652.5051196883, 771300.810590491 1673679.21288788, 771272.1599978975 1673617.4372377433, 771274.954556057 1673636.2907063225, 771249.2000238132 1673640.6444734728))"
194,2021,3,"POLYGON ((768101.674520525 1681802.626760134, 768113.2778570175 1681746.8497858124, 768049.9965863129 1681743.13762782, 768045.1972770495 1681796.2245315036, 768101.674520525 1681802.626760134))"
195,2021,1,"POLYGON ((769874.5228600085 1678396.7076588264, 769886.5099755289 1678270.410934962, 769782.4659915069 1678266.6707490797, 769787.001402203 1678330.6041574264, 769782.0011178306 1678391.549636655, 769874.5228600085 1678396.7076588264))"
196,2021,3,"POLYGON ((770454.2743649578 1680455.3342130568, 770457.5759867595 1680420.7188454445, 770397.2074980515 1680425.1165608785, 770409.8866619472 1680453.8266681961, 770454.2743649578 1680455.3342130568))"
197,2021,4,"POLYGON ((769217.4737165587 1676023.8056842505, 769226.3329903176 1676151.8903847858, 769250.6079100212 1676144.9716290757, 769282.4727485458 1676132.6040693407, 769298.0277278093 1676182.9346504312, 769318.3799205564 1676180.5103133097, 769300.216657621 1676123.17500464, 769289.0029124772 1676088.172376887, 769269.5538701017 1676086.8428594233, 769252.601091135 1676008.2646997713, 769230.633385395 1676010.892072925, 769217.4737165587 1676023.8056842505))"
198,2021,1,"POLYGON ((766487.4508515486 1679545.006604103, 766517.3418387647 1679706.0972827359, 766610.1706491995 1679712.0217037303, 766585.7638286322 1679560.4034147363, 766487.4508515486 1679545.006604103))"
199,2021,3,"POLYGON ((772385.2727831926 1674996.6882834805, 772312.547380175 1675168.986806907, 772620.0282561939 1675134.14313239, 772630.7919091425 1675095.15602202, 772423.1247980968 1675084.0445776896, 772427.2186535571 1675035.5919540839, 772431.6440094484 1674988.197531486, 772385.2727831926 1674996.6882834805))"
200,2021,1,"POLYGON ((764930.3096596441 1683255.0971107918, 764957.6158999079 1683188.4263646423, 765000.4504677592 1683127.023780458, 764772.5474192242 1683136.516297936, 764772.6336346301 1683147.9203502282, 764719.6409631465 1683175.9957055876, 764724.9889258731 1683340.238243209, 764930.3096596441 1683255.0971107918))"
201,2021,3,"POLYGON ((774374.1442820893 1670481.0834122784, 774378.1599083714 1670385.360815369, 774303.8258258877 1670376.5264168885, 774192.0832245504 1670384.087025043, 774221.2660644678 1670483.2947602533, 774278.1667713199 1670474.2120893416, 774374.1442820893 1670481.0834122784))"
202,2021,1,"POLYGON ((767034.6435890717 1680762.7287584362, 766853.1513056795 1680754.0227621966, 766843.5872007317 1680810.3766219523, 767013.668935797 1680820.281383903, 767034.6435890717 1680762.7287584362))"
203,2021,2,"POLYGON ((760628.1351492675 1676524.55068155, 760657.3426105578 1676489.3375242427, 760510.5174965373 1676153.6030064267, 760471.2614180348 1676164.0178803597, 760628.1351492675 1676524.55068155))"
204,2021,2,"POLYGON ((773446.8553176145 1670458.8214378436, 773493.1160993841 1670551.1396137471, 773610.2145373016 1670517.5090944814, 773590.7911406662 1670402.0296650408, 773446.8553176145 1670458.8214378436))"
205,2021,2,"POLYGON ((760403.8059960164 1677226.5982216606, 760332.0513354363 1677239.5317690747, 760332.1100672851 1677282.8182727753, 760299.6379409276 1677282.7911578198, 760298.6972557795 1677231.7455242905, 760242.0512947391 1677210.5277818178, 760252.1329160858 1677319.7948497904, 760298.8087104289 1677318.871973656, 760419.5484523461 1677290.6495516289, 760403.8059960164 1677226.5982216606))"
206,2021,1,"POLYGON ((765951.3629591588 1684523.9969900008, 766046.4847492906 1684506.1455936348, 766026.0893022605 1684295.342408065, 765906.788467348 1684284.024144899, 765940.4668236724 1684470.6215162158, 765951.3629591588 1684523.9969900008))"
207,2021,3,"POLYGON ((772434.2038168494 1674984.3087321706, 772436.0438751813 1674941.2787092547, 772437.213918522 1674900.478686742, 772372.5938675649 1674912.2486196302, 772333.693741011 1675003.1886281844, 772385.7837848269 1674994.1786825876, 772434.2038168494 1674984.3087321706))"
208,2021,1,"POLYGON ((763537.7729999085 1684228.0297523155, 763485.8376571976 1684506.5420740815, 763532.4695659243 1684546.5896263057, 763594.5943102131 1684251.0321104857, 763537.7729999085 1684228.0297523155))"
209,2021,2,"POLYGON ((773095.6627364501 1671341.918827095, 773118.4938261346 1671469.7264300568, 773139.1940695782 1671465.5372197046, 773150.6619123989 1671450.501895745, 773166.3970890662 1671438.505234602, 773191.2148518893 1671468.9067685036, 773211.5284708398 1671460.9488361024, 773228.3046008155 1671442.6534964952, 773178.0429441432 1671324.3820637914, 773095.6627364501 1671341.918827095))"
210,2021,3,"POLYGON ((773263.8771155737 1669891.9480654516, 773246.936298016 1669924.4131517685, 773243.9762639466 1669957.1505496993, 773315.9569793087 1669992.8578559237, 773325.9357863571 1669855.4652434469, 773302.2979828257 1669834.488281637, 773277.3148766321 1669874.0568612088, 773263.8771155737 1669891.9480654516))"
211,2021,1,"POLYGON ((773155.3349462413 1669836.554150403, 773263.8771155737 1669891.9480654516, 773290.792326143 1669852.7339573295, 773301.1379163181 1669832.4820024434, 773293.7292483243 1669803.3890484897, 773214.3725484901 1669754.310900388, 773155.3349462413 1669836.554150403))"
212,2021,1,"POLYGON ((774519.1069533173 1670512.1066058513, 774589.5325329998 1670357.3687759019, 774386.8997332421 1670299.6574917599, 774376.406739546 1670480.77753189, 774417.927138211 1670480.8167597945, 774519.1069533173 1670512.1066058513))"
213,2021,1,"POLYGON ((758818.4596588754 1683675.3674905219, 758790.6489369629 1683818.6447279733, 758891.9992286185 1683829.8383093595, 758951.7051732915 1683796.400807165, 759037.358789085 1683730.0386713832, 758933.071230199 1683585.7445849779, 758858.9396925865 1683562.674037914, 758818.4596588754 1683675.3674905219))"
214,2021,3,"POLYGON ((772431.643810055 1674988.1887314992, 772427.2137542521 1675035.5887540875, 772644.8238634901 1675047.539010238, 772663.7839734225 1674962.0389821078, 772436.0438751813 1674941.2787092547, 772434.2038168494 1674984.3087321706, 772431.643810055 1674988.1887314992))"
215,2021,3,"POLYGON ((768407.3897263634 1675180.1910716253, 768421.0209474596 1675255.3990309564, 768479.2704667212 1675266.3441030292, 768482.4021880485 1675251.6464980028, 768499.9301012168 1675066.2552092588, 768498.5547121665 1675060.4187043519, 768399.6779737247 1675046.049684436, 768407.3897263634 1675180.1910716253))"
216,2021,1,"POLYGON ((773166.7665354279 1672103.9067627057, 773225.9658155316 1672100.2739260802, 773250.9692484644 1671854.3329152225, 773183.0069816061 1671852.9929468543, 773166.7665354279 1672103.9067627057))"
217,2021,3,"POLYGON ((767561.7823036321 1680838.1036641172, 767559.9154449198 1680796.1912384278, 767545.4839457347 1680703.3135701173, 767514.0419040128 1680540.4382431898, 767510.7514163344 1680527.1873320388, 767446.549377807 1680538.152166346, 767504.457561347 1680847.3504050523, 767561.7823036321 1680838.1036641172))"
218,2021,3,"POLYGON ((769048.8957255513 1678960.776775735, 769096.1685527476 1678870.4464776898, 769128.7580355321 1678808.8437793527, 768972.719639482 1678815.9692073376, 768948.1745041055 1678928.5360437508, 769048.8957255513 1678960.776775735))"
219,2021,1,"POLYGON ((768427.6727728335 1670100.809775633, 768580.8409405896 1670186.2473225996, 768615.6870418143 1670167.7116823927, 768674.0727794296 1670150.6614652148, 768485.0637946182 1670029.2779158491, 768427.6727728335 1670100.809775633))"
220,2021,1,"POLYGON ((761542.8496486268 1673426.9502020637, 761584.3286894092 1673439.5878325703, 761625.596320217 1673451.891079908, 761655.5501331274 1673417.6830203854, 761698.9376912797 1673277.6782118396, 761566.7014567379 1673235.0289417666, 761523.6399029661 1673345.7003850588, 761542.8496486268 1673426.9502020637))"
221,2021,1,"POLYGON ((762168.8620849482 1680906.8374945023, 762124.40892771 1681046.2750994274, 762163.759638861 1681055.6818011587, 762220.9198300326 1680914.393422968, 762168.8620849482 1680906.8374945023))"
222,2021,1,"POLYGON ((759386.701197543 1671854.719641338, 759302.1483244 1671993.6103125636, 759294.6861836454 1672046.3342633534, 759347.0055531161 1672325.551605995, 759405.8075998758 1672318.1163523803, 759412.5244343847 1672020.0634495884, 759501.3491611137 1671913.3242943494, 759521.4121498081 1671868.8202534681, 759386.701197543 1671854.719641338))"
223,2021,2,"POLYGON ((766723.66361107 1683802.1950372905, 766718.0148647524 1683920.7023265006, 766777.2021373396 1683811.3291734192, 766723.66361107 1683802.1950372905))"
224,2021,3,"POLYGON ((763598.9527729698 1677283.6504887943, 763769.3064648785 1677367.2620512738, 763843.116211195 1677113.7928205386, 763820.0514378237 1677108.9952103032, 763814.3635298247 1677098.4141716156, 763605.7186987711 1677054.0071497988, 763584.0223671801 1677272.63385617, 763598.9527729698 1677283.6504887943))"
225,2021,3,"POLYGON ((771901.1179008964 1678804.6760167398, 771987.7616090204 1678806.674687919, 772000.2859462677 1678755.7800795047, 772013.2797915984 1678738.65890867, 771906.5438051859 1678698.1205233063, 771888.5647649907 1678709.316214335, 771901.1179008964 1678804.6760167398))"
226,2021,3,"POLYGON ((772321.0629056469 1677212.030640429, 772440.8020699469 1677216.7379967375, 772496.8467140204 1677159.3722247942, 772485.5980642387 1677155.699100346, 772485.2162603082 1677095.7978677396, 772486.5675820129 1677034.8095541243, 772325.3409600167 1677028.1827533552, 772318.0443924647 1677091.8700842198, 772321.0629056469 1677212.030640429))"
227,2021,3,"POLYGON ((774301.3398293164 1670970.5986608653, 774352.397917211 1670890.2582106346, 774147.4523844714 1670828.3142093543, 774102.8345271095 1670891.3473539837, 774301.3398293164 1670970.5986608653))"
228,2021,1,"POLYGON ((765669.449952157 1683818.1198261082, 765729.4101649108 1683877.1439543196, 765586.5335051408 1684001.401812455, 765621.2726831012 1684018.844945351, 765785.3400449023 1683874.4569035124, 765829.263014494 1683916.2500729256, 765847.8142305086 1683891.8828063125, 765715.0401127776 1683788.7449044317, 765708.1459864984 1683789.9952644508, 765669.449952157 1683818.1198261082))"
229,2021,1,"POLYGON ((761778.6991098063 1684038.2631752074, 761994.5714708846 1684103.557682399, 762019.6123699166 1684036.7489668105, 761950.2018463252 1684014.7170949236, 761813.0722207315 1683934.693058737, 761793.7547141208 1683970.3463990656, 761778.6991098063 1684038.2631752074))"
230,2021,2,"POLYGON ((773645.5119892666 1685370.3590607655, 773714.7463790457 1685277.9447963175, 773730.7095603407 1685254.9915958454, 773678.2585572638 1685263.457269903, 773617.9857219206 1685260.5385486532, 773526.2809360925 1685261.2385926128, 773517.7690734555 1685345.7266628053, 773645.5119892666 1685370.3590607655))"
231,2021,3,"POLYGON ((772875.1530281841 1675894.3097664018, 772838.1830513261 1675856.7397022606, 772835.3530561959 1675848.3196941074, 772831.2831026203 1675809.3796669205, 772617.1629678544 1675816.919425956, 772617.9929053285 1675875.629461008, 772654.3929269642 1675877.6095038748, 772722.2829573536 1675882.1195842077, 772875.1530281841 1675894.3097664018))"
232,2021,1,"POLYGON ((774069.3268233892 1676039.9986221194, 774073.3670977941 1676159.1828957584, 774159.8384510374 1676151.8491910147, 774151.962469768 1676042.650118816, 774069.3268233892 1676039.9986221194))"
233,2021,1,"POLYGON ((774062.3604636551 1675921.199445484, 774069.3268233892 1676039.9986221194, 774151.962469768 1676042.650118816, 774193.0254892401 1676049.8658703165, 774197.623117069 1676021.3262590321, 774188.734362683 1675982.1614262045, 774166.4482723427 1675965.0671906916, 774131.6686784562 1675936.0665337923, 774062.3604636551 1675921.199445484))"
234,2021,3,"POLYGON ((771947.0001706796 1676542.6023796462, 771948.435567351 1676455.1471307408, 771950.5886462892 1676386.3298934395, 771952.0240894248 1676350.4875743834, 771957.7389414104 1676222.4552068973, 771962.9663710048 1676105.3438450105, 771898.050867162 1676085.0425592356, 771881.6735118739 1676557.259213467, 771919.7219545044 1676537.9716457617, 771947.0001706796 1676542.6023796462))"
235,2021,1,"POLYGON ((774544.1673551043 1676332.8920382129, 774526.1167102234 1676453.8059871583, 774607.7991418069 1676462.3771862013, 774619.05458852 1676342.1799299403, 774552.7743621063 1676335.5268497192, 774544.1673551043 1676332.8920382129))"
236,2021,3,"POLYGON ((771881.7823880725 1675991.2522094604, 772094.5245264302 1676054.0738966623, 772083.9747967378 1675966.7280029368, 771909.5896502074 1675928.4539816407, 771881.7823880725 1675991.2522094604))"
237,2021,4,"POLYGON ((772807.1891451706 1679258.6116140918, 773205.1492586212 1679344.2121179122, 773212.419301114 1679312.6421084318, 772813.6191856265 1679227.0516036316, 772807.1891451706 1679258.6116140918))"
238,2021,1,"POLYGON ((767381.0945284714 1679569.1077993196, 767444.8564823554 1679559.4265700371, 767486.6561676828 1679561.6737323147, 767501.0370024827 1679479.025401415, 767389.9656406529 1679460.3796428884, 767381.0945284714 1679569.1077993196))"
239,2021,2,"POLYGON ((768549.8724539541 1673624.9538175473, 768560.868129781 1673654.9545477435, 768588.73915728 1673641.935571478, 768660.3242401506 1673604.2036300001, 768685.1572690528 1673591.6436506296, 768706.6842939581 1673582.4596695574, 768738.0503282956 1673566.5896955857, 768739.0991294745 1673571.2685996133, 768756.3470507266 1673557.1375106769, 768770.8117747174 1673545.101219929, 768786.6364013162 1673529.0443283196, 768638.5952161287 1673535.408601903, 768619.192682155 1673551.5198524515, 768569.7637961975 1673602.6577268888, 768567.614684798 1673609.4818284654, 768549.8724539541 1673624.9538175473))"
240,2021,2,"POLYGON ((773454.2877660758 1684485.160583525, 773412.8825123374 1684330.0064270075, 773366.9249754264 1684316.18418654, 773327.5967686725 1684425.2238447024, 773454.2877660758 1684485.160583525))"
241,2021,2,"POLYGON ((773053.0186094536 1685097.5271230927, 773049.7654014737 1685105.9704239827, 773035.6052446138 1685146.2588295438, 773032.6341327562 1685157.33733216, 773033.2546135113 1685172.6183411034, 773033.5930790855 1685201.3902570112, 773033.3485179909 1685260.1863885487, 773081.3950320145 1685261.3695439145, 773103.7354243164 1685107.522386399, 773053.0186094536 1685097.5271230927))"
242,2021,1,"POLYGON ((768616.1250619395 1680845.5377524325, 768630.7846707876 1681200.1379675514, 768689.9647076407 1681193.438030371, 768685.685128751 1680819.8278163048, 768646.77510582 1680821.0677731996, 768632.3350743778 1680840.3277677232, 768616.1250619395 1680845.5377524325))"
243,2021,3,"POLYGON ((769808.0457666301 1683727.9990782044, 769848.844166259 1683690.6445413618, 769797.5274529139 1683577.1538388839, 769667.5218031158 1683548.722222367, 769656.0386932569 1683594.437875406, 769622.8617558079 1683620.9917283175, 769631.6986888065 1683654.9060041043, 769697.9830427141 1683657.9610008046, 769808.0457666301 1683727.9990782044))"
244,2021,2,"POLYGON ((771918.5804265661 1686626.898986958, 772217.357358648 1686612.6589831703, 772212.3455246725 1686479.8525467047, 772061.1019410724 1686507.7652114925, 771902.9368078497 1686576.3416379844, 771918.5804265661 1686626.898986958))"
245,2021,2,"POLYGON ((773560.4387655072 1687289.9332770414, 773564.5272744044 1687204.3153363576, 773605.4994946048 1687197.149079261, 773603.0816514166 1687152.588952896, 773496.2109841448 1687159.2163342573, 773496.3427915907 1687244.8881799881, 773501.837976627 1687256.7241925108, 773502.4534568777 1687276.1216035425, 773560.4387655072 1687289.9332770414))"
246,2021,1,"POLYGON ((766320.00500547 1668679.6640430344, 766439.3965017089 1668675.058878585, 766552.0328533796 1668716.2533947036, 766550.5043954761 1668682.2598643885, 766446.0868541055 1668631.8036304712, 766332.4642767954 1668633.3198268486, 766321.671642585 1668650.1506621519, 766320.00500547 1668679.6640430344))"
247,2021,2,"POLYGON ((773032.1812158106 1684877.0440121056, 773080.3233009529 1684915.47023266, 773094.839614261 1684795.290944247, 773108.846352384 1684691.159564826, 773124.7563455394 1684608.1971744003, 773079.0157800001 1684631.1357387379, 773052.729398544 1684755.8278901577, 773032.1812158106 1684877.0440121056))"
248,2021,1,"POLYGON ((768750.8033356774 1674379.608115086, 768807.7927738167 1674408.710804627, 768810.6354090738 1674263.157194937, 768683.8925141835 1674211.338615541, 768646.4444907783 1674269.9212030014, 768766.9608739006 1674292.4407312807, 768750.8033356774 1674379.608115086))"
249,2021,3,"POLYGON ((768005.0095285295 1674207.0438414342, 767925.4587322362 1674194.7364564885, 767775.144727136 1674523.1689730617, 767862.9570815975 1674565.4618993981, 768005.0095285295 1674207.0438414342))"
250,2021,2,"POLYGON ((774246.6767279482 1684534.9621848166, 774212.309374317 1684503.0741458177, 774154.2606838075 1684634.206546164, 774191.0673659875 1684654.6607201924, 774246.6778028286 1684534.9621974002, 774246.6767279482 1684534.9621848166))"
251,2021,2,"POLYGON ((757602.5252786407 1682449.20907113, 757584.1717389239 1682466.166611403, 757605.3132429251 1682557.5081492013, 757639.3066048771 1682555.3353574926, 757694.8477010927 1682539.0078386478, 757721.2806371347 1682540.0732124015, 757716.1321382876 1682509.6837338598, 757680.8758929465 1682489.8124549463, 757664.6745123232 1682457.64101159, 757627.9719702627 1682461.7767027935, 757602.5252786407 1682449.20907113))"
252,2021,2,"POLYGON ((768446.2440730563 1673736.6685042449, 768483.661900338 1673737.4265815653, 768531.1231951264 1673734.5348816905, 768560.2152050401 1673729.7734160088, 768548.9154538985 1673702.0775707904, 768523.7681263594 1673709.8731792176, 768502.7558726056 1673647.3033752935, 768428.3358349875 1673665.941479614, 768446.2440730563 1673736.6685042449))"
253,2021,1,"POLYGON ((765016.8010009115 1674331.6898647116, 764988.4781727096 1674392.593463848, 765170.1212577024 1674439.9159415036, 765259.0937458868 1674369.8417476953, 765016.8010009115 1674331.6898647116))"
254,2021,1,"POLYGON ((769028.2995551149 1681243.902910381, 769026.2082531012 1681237.6421806943, 769011.6762923149 1681235.8646565406, 768952.8642432431 1681231.4272708064, 768935.1164651713 1681232.6934562987, 768931.2479403331 1681239.8714832645, 768886.2051831492 1681384.108561813, 768912.4663719388 1681405.9996869462, 768929.8521859606 1681371.488555991, 768975.4345964524 1681270.7835680123, 768994.4804964149 1681255.0744209564, 769028.2995551149 1681243.902910381))"
255,2021,3,"POLYGON ((769956.5362904085 1681586.7048102298, 770098.8551035641 1681539.0874725147, 770101.1352436033 1681510.098088135, 770088.1099897439 1681501.7808246152, 770092.568095484 1681439.703150642, 769889.1176067358 1681416.5528076026, 769818.1253135438 1681374.9108041178, 769791.6980170971 1681362.019867092, 769779.3987588463 1681496.1196279938, 769853.5801011412 1681498.627113273, 769859.2464046276 1681580.4300651771, 769956.5362904085 1681586.7048102298))"
256,2021,3,"POLYGON ((769347.0050626318 1681284.4697678015, 769326.307630257 1681373.577584821, 769319.9777577092 1681400.5188999022, 769359.6024586121 1681414.0377287029, 769404.0340776192 1681430.2689173177, 769490.7361013265 1681435.5820685953, 769535.4709981009 1681303.6829303722, 769419.7796828488 1681285.5263753915, 769347.0050626318 1681284.4697678015))"
257,2021,1,"POLYGON ((770145.9387925101 1680191.2767464593, 770192.700952183 1680192.0360260503, 770149.180851242 1679965.4586503573, 770112.4512737634 1679971.1255470421, 770145.9387925101 1680191.2767464593))"
258,2021,1,"POLYGON ((769492.7546858325 1679741.9184901358, 769512.5849544217 1679831.6019650414, 769621.0237011111 1679826.535517349, 769610.9726612545 1679746.7068371251, 769492.7546858325 1679741.9184901358))"
259,2021,4,"POLYGON ((769608.1817390694 1680111.6955065075, 769688.6400073422 1680108.744142651, 769686.6806268136 1679998.45144539, 769611.6310807054 1680007.8863066726, 769608.1817390694 1680111.6955065075))"
260,2021,1,"POLYGON ((768263.8412329454 1681911.8708879952, 768283.1937079026 1681836.5864861968, 768053.3518140796 1681797.6462251977, 768033.6915193805 1681871.709348302, 768263.8412329454 1681911.8708879952))"
261,2021,3,"POLYGON ((768000.9636805395 1682524.978776193, 768251.23700587 1682468.8302228788, 768239.0971469001 1682421.0851657595, 767970.6975353411 1682464.0735360049, 768000.9636805395 1682524.978776193))"
262,2021,4,"POLYGON ((770347.3730188843 1680303.9390999977, 770303.8483740427 1680177.5503986485, 770192.6675769067 1680192.0105356788, 770103.8645938537 1680191.2183315265, 770131.8146040917 1680288.7787892951, 770150.9641235686 1680344.6372549396, 770369.7662797197 1680335.611463727, 770347.3730188843 1680303.9390999977))"
263,2021,2,"POLYGON ((771289.2434287405 1681992.1594784772, 771101.6783531618 1682034.9415475028, 771091.3908094091 1682069.2548466176, 771169.2623397512 1682103.5905079523, 771227.2045263291 1682113.4495863318, 771388.9071603375 1682094.3944788578, 771441.4991019967 1682074.1885387944, 771272.6989299408 1682056.182602444, 771289.2434287405 1681992.1594784772))"
